sensor_id,value,timestamp,event_id
3,82.7,2023-03-05 01:29:00,1
3,4.62,2023-03-05 00:25:00,1
3,71.03,2023-03-05 00:13:00,1
3,96.4,2023-03-05 01:31:00,1
3,99.74,2023-03-05 00:10:00,1
3,94.44,2023-03-05 00:47:00,1
3,30.18,2023-03-05 01:21:00,1
3,23.1,2023-03-05 00:48:00,1
3,78.57,2023-03-05 00:42:00,1
3,37.77,2023-03-05 00:49:00,1
3,26.96,2023-03-05 01:32:00,1
3,35.89,2023-03-19 01:41:00,2
3,84.27,2023-03-19 01:36:00,2
3,54.93,2023-03-19 01:52:00,2
3,62.43,2023-03-19 00:18:00,2
3,57.74,2023-03-19 00:30:00,2
3,93.73,2023-03-19 00:50:00,2
3,23.03,2023-03-19 00:17:00,2
3,21.24,2023-03-19 00:42:00,2
3,16.66,2023-03-19 00:24:00,2
3,71.75,2023-03-19 01:31:00,2
3,49.17,2023-03-19 00:24:00,2
3,70.06,2023-03-19 00:06:00,2
3,77.74,2023-03-19 01:41:00,2
3,60.72,2023-03-19 01:24:00,2
3,66.86,2023-03-19 00:40:00,2
3,1.96,2023-03-19 00:35:00,2
3,77.65,2023-04-02 01:26:00,3
3,43.84,2023-04-02 00:37:00,3
3,21.01,2023-04-02 01:11:00,3
3,12.36,2023-04-02 01:43:00,3
3,2.93,2023-04-02 01:11:00,3
3,34.09,2023-04-02 01:08:00,3
3,87.12,2023-04-02 00:14:00,3
3,3.37,2023-04-02 00:31:00,3
3,95.31,2023-04-02 00:47:00,3
3,27.9,2023-04-02 02:00:00,3
3,51.02,2023-04-02 01:57:00,3
3,8.4,2023-04-02 01:47:00,3
3,6.0,2023-04-02 01:59:00,3
3,7.96,2023-04-02 01:21:00,3
3,95.38,2023-04-02 01:12:00,3
3,77.95,2023-04-02 01:52:00,3
3,6.48,2023-04-02 00:26:00,3
3,52.16,2023-04-02 00:54:00,3
3,70.48,2023-04-30 01:08:00,4
3,7.5,2023-04-30 01:14:00,4
3,66.05,2023-04-30 01:19:00,4
3,81.89,2023-04-30 00:58:00,4
3,9.35,2023-04-30 01:12:00,4
3,40.4,2023-04-30 00:27:00,4
3,99.48,2023-04-30 00:46:00,4
3,47.39,2023-04-30 01:18:00,4
3,41.7,2023-04-30 01:37:00,4
3,80.05,2023-04-30 01:24:00,4
3,66.63,2023-04-30 01:42:00,4
3,13.91,2023-04-30 01:51:00,4
3,44.21,2023-04-30 00:23:00,4
3,7.47,2023-04-30 00:59:00,4
3,67.29,2023-04-30 00:46:00,4
3,18.78,2023-04-30 01:00:00,4
3,10.89,2023-04-30 00:45:00,4
3,0.6,2023-04-30 01:38:00,4
3,97.68,2023-04-30 00:11:00,4
3,72.48,2023-04-30 01:02:00,4
3,1.93,2023-05-07 01:51:00,5
3,38.95,2023-05-07 01:40:00,5
3,11.86,2023-05-07 00:26:00,5
3,17.23,2023-05-07 01:52:00,5
3,1.94,2023-05-07 01:16:00,5
3,53.58,2023-05-07 01:35:00,5
3,45.86,2023-05-07 00:02:00,5
3,91.65,2023-05-07 01:10:00,5
3,62.99,2023-05-07 01:04:00,5
3,9.39,2023-05-07 01:21:00,5
3,20.3,2023-05-28 01:32:00,6
3,92.01,2023-05-28 01:43:00,6
3,22.48,2023-05-28 00:10:00,6
3,28.5,2023-05-28 01:14:00,6
3,67.68,2023-05-28 01:23:00,6
3,11.04,2023-05-28 00:05:00,6
3,97.93,2023-05-28 00:13:00,6
3,95.76,2023-05-28 01:56:00,6
3,71.26,2023-05-28 01:15:00,6
3,7.34,2023-05-28 01:26:00,6
3,89.1,2023-05-28 00:06:00,6
3,58.32,2023-05-28 00:11:00,6
3,72.95,2023-05-28 00:06:00,6
3,86.96,2023-05-28 01:34:00,6
3,75.3,2023-05-28 00:02:00,6
3,38.42,2023-05-28 01:50:00,6
3,57.84,2023-05-28 00:12:00,6
3,54.97,2023-05-28 01:24:00,6
3,59.31,2023-06-04 01:36:00,7
3,4.72,2023-06-04 00:56:00,7
3,72.33,2023-06-04 01:49:00,7
3,89.44,2023-06-04 01:04:00,7
3,73.63,2023-06-04 01:46:00,7
3,76.06,2023-06-04 00:48:00,7
3,40.76,2023-06-04 00:39:00,7
3,28.43,2023-06-04 01:58:00,7
3,66.15,2023-06-04 01:12:00,7
3,17.52,2023-06-04 00:01:00,7
3,8.39,2023-06-18 01:38:00,8
3,35.29,2023-06-18 01:28:00,8
3,41.4,2023-06-18 00:25:00,8
3,1.72,2023-06-18 00:51:00,8
3,98.13,2023-06-18 01:59:00,8
3,79.66,2023-06-18 01:51:00,8
3,38.79,2023-06-18 01:32:00,8
3,60.77,2023-06-18 01:39:00,8
3,55.5,2023-06-18 01:57:00,8
3,84.68,2023-06-18 01:19:00,8
3,71.78,2023-06-18 01:33:00,8
3,96.7,2023-06-18 00:34:00,8
3,78.24,2023-06-18 00:33:00,8
3,68.73,2023-07-02 01:54:00,9
3,40.43,2023-07-02 01:36:00,9
3,76.1,2023-07-02 01:01:00,9
3,63.79,2023-07-02 01:17:00,9
3,26.06,2023-07-02 01:57:00,9
3,52.05,2023-07-02 02:00:00,9
3,57.0,2023-07-02 00:59:00,9
3,60.54,2023-07-02 01:07:00,9
3,73.18,2023-07-02 00:56:00,9
3,75.75,2023-07-02 00:57:00,9
3,63.07,2023-07-02 01:16:00,9
3,3.66,2023-07-02 01:37:00,9
3,68.51,2023-07-02 01:27:00,9
3,7.76,2023-07-02 02:00:00,9
3,23.96,2023-07-02 01:12:00,9
3,78.64,2023-07-09 00:32:00,10
3,59.85,2023-07-09 01:05:00,10
3,59.05,2023-07-09 01:32:00,10
3,98.25,2023-07-09 00:46:00,10
3,39.2,2023-07-09 01:56:00,10
3,66.94,2023-07-09 00:57:00,10
3,44.21,2023-07-09 00:57:00,10
3,4.31,2023-07-09 01:35:00,10
3,57.06,2023-07-09 00:39:00,10
3,49.38,2023-07-09 01:39:00,10
3,40.12,2023-07-23 00:21:00,11
3,87.51,2023-07-23 00:26:00,11
3,41.98,2023-07-23 00:11:00,11
3,22.02,2023-07-23 01:46:00,11
3,88.32,2023-07-23 01:32:00,11
3,47.63,2023-07-23 00:49:00,11
3,98.73,2023-07-23 00:23:00,11
3,10.78,2023-07-23 01:42:00,11
3,26.11,2023-07-23 00:18:00,11
3,42.88,2023-07-23 01:06:00,11
3,51.11,2023-07-23 01:59:00,11
3,44.37,2023-07-23 01:57:00,11
3,91.66,2023-07-23 00:50:00,11
3,5.08,2023-07-30 01:36:00,12
3,95.04,2023-07-30 00:37:00,12
3,62.12,2023-07-30 01:01:00,12
3,96.49,2023-07-30 01:15:00,12
3,81.0,2023-07-30 00:47:00,12
3,18.6,2023-07-30 01:55:00,12
3,63.46,2023-07-30 00:12:00,12
3,35.14,2023-07-30 01:15:00,12
3,31.1,2023-07-30 01:37:00,12
3,24.82,2023-07-30 00:10:00,12
3,9.08,2023-07-30 01:18:00,12
3,93.15,2023-07-30 00:33:00,12
3,69.13,2023-07-30 00:04:00,12
3,93.26,2023-07-30 01:46:00,12
3,32.15,2023-08-27 01:43:00,13
3,84.0,2023-08-27 01:48:00,13
3,68.22,2023-08-27 01:35:00,13
3,72.2,2023-08-27 00:30:00,13
3,83.52,2023-08-27 01:11:00,13
3,64.77,2023-08-27 00:25:00,13
3,84.83,2023-08-27 01:42:00,13
3,8.47,2023-08-27 01:58:00,13
3,18.35,2023-08-27 01:54:00,13
3,50.87,2023-08-27 00:19:00,13
3,89.25,2023-09-03 00:51:00,14
3,96.86,2023-09-03 00:42:00,14
3,20.73,2023-09-03 01:18:00,14
3,72.34,2023-09-03 00:04:00,14
3,99.37,2023-09-03 00:24:00,14
3,72.72,2023-09-03 01:53:00,14
3,60.16,2023-09-03 00:58:00,14
3,45.47,2023-09-03 00:51:00,14
3,65.05,2023-09-03 00:07:00,14
3,4.02,2023-09-03 01:16:00,14
3,76.95,2023-09-03 01:31:00,14
3,23.51,2023-09-03 01:49:00,14
3,21.4,2023-09-03 01:58:00,14
3,38.54,2023-09-03 00:11:00,14
3,43.05,2023-09-03 00:48:00,14
3,80.43,2023-09-03 01:23:00,14
3,74.24,2023-09-03 01:09:00,14
3,17.73,2023-09-03 01:53:00,14
3,35.84,2023-09-03 01:43:00,14
3,40.15,2023-09-17 01:54:00,15
3,50.31,2023-09-17 01:25:00,15
3,79.39,2023-09-17 00:23:00,15
3,46.31,2023-09-17 00:57:00,15
3,9.59,2023-09-17 00:43:00,15
3,58.95,2023-09-17 01:14:00,15
3,74.79,2023-09-17 01:40:00,15
3,2.01,2023-09-17 01:43:00,15
3,91.03,2023-09-17 00:49:00,15
3,51.7,2023-09-17 01:55:00,15
3,51.18,2023-09-17 01:21:00,15
3,1.51,2023-09-17 00:48:00,15
3,50.26,2023-09-17 01:54:00,15
3,13.05,2023-09-17 00:45:00,15
3,20.57,2023-09-24 01:26:00,16
3,98.2,2023-09-24 00:53:00,16
3,53.5,2023-09-24 00:55:00,16
3,39.28,2023-09-24 00:51:00,16
3,21.0,2023-09-24 01:59:00,16
3,79.19,2023-09-24 00:18:00,16
3,63.16,2023-09-24 00:15:00,16
3,90.19,2023-09-24 01:37:00,16
3,36.37,2023-09-24 00:53:00,16
3,24.24,2023-09-24 01:08:00,16
3,49.46,2023-09-24 00:42:00,16
3,46.33,2023-10-08 01:17:00,17
3,78.21,2023-10-08 01:40:00,17
3,91.18,2023-10-08 01:03:00,17
3,44.06,2023-10-08 01:46:00,17
3,94.75,2023-10-08 01:18:00,17
3,67.14,2023-10-08 00:58:00,17
3,99.9,2023-10-08 01:06:00,17
3,86.16,2023-10-08 01:59:00,17
3,29.95,2023-10-08 01:45:00,17
3,11.47,2023-10-08 01:01:00,17
3,13.36,2023-10-22 01:24:00,18
3,69.25,2023-10-22 00:50:00,18
3,40.35,2023-10-22 00:13:00,18
3,69.87,2023-10-22 01:42:00,18
3,44.57,2023-10-22 01:19:00,18
3,30.67,2023-10-22 01:07:00,18
3,8.14,2023-10-22 00:50:00,18
3,72.83,2023-10-22 01:52:00,18
3,10.15,2023-10-22 00:31:00,18
3,36.14,2023-10-22 00:23:00,18
3,50.28,2023-10-22 01:21:00,18
3,97.67,2023-10-22 01:51:00,18
3,12.11,2023-10-22 01:02:00,18
3,97.16,2023-10-22 01:19:00,18
3,64.44,2023-10-22 01:40:00,18
3,20.07,2023-10-22 00:43:00,18
3,67.32,2023-10-22 01:33:00,18
3,67.57,2023-10-22 01:06:00,18
3,96.79,2023-10-22 01:54:00,18
3,13.76,2023-10-22 00:28:00,18
3,17.76,2023-10-29 00:31:00,19
3,61.69,2023-10-29 00:19:00,19
3,3.57,2023-10-29 01:42:00,19
3,68.01,2023-10-29 00:59:00,19
3,54.56,2023-10-29 00:41:00,19
3,67.65,2023-10-29 01:53:00,19
3,64.62,2023-10-29 00:10:00,19
3,23.68,2023-10-29 00:49:00,19
3,35.39,2023-10-29 00:59:00,19
3,62.56,2023-10-29 00:12:00,19
3,57.43,2023-10-29 00:26:00,19
3,15.83,2023-10-29 01:04:00,19
3,38.22,2023-10-29 01:28:00,19
3,46.58,2023-10-29 00:57:00,19
3,86.88,2023-10-29 00:36:00,19
3,46.3,2023-10-29 00:21:00,19
3,62.56,2023-10-29 01:06:00,19
3,49.21,2023-10-29 00:26:00,19
3,63.46,2023-10-29 01:21:00,19
3,6.25,2023-11-05 01:37:00,20
3,94.12,2023-11-05 00:50:00,20
3,42.52,2023-11-05 01:20:00,20
3,82.16,2023-11-05 01:19:00,20
3,2.86,2023-11-05 01:01:00,20
3,75.14,2023-11-05 00:19:00,20
3,72.6,2023-11-05 01:12:00,20
3,47.12,2023-11-05 01:27:00,20
3,86.39,2023-11-05 01:41:00,20
3,6.84,2023-11-05 00:01:00,20
3,64.83,2023-11-05 00:18:00,20
3,1.79,2023-11-05 01:10:00,20
3,56.25,2023-11-05 01:15:00,20
3,16.96,2023-11-19 00:32:00,21
3,50.83,2023-11-19 01:23:00,21
3,75.22,2023-11-19 01:23:00,21
3,64.87,2023-11-19 00:08:00,21
3,11.69,2023-11-19 01:59:00,21
3,16.72,2023-11-19 00:49:00,21
3,83.87,2023-11-19 00:21:00,21
3,87.96,2023-11-19 00:28:00,21
3,74.3,2023-11-19 00:36:00,21
3,56.27,2023-11-19 00:45:00,21
3,32.42,2023-11-19 01:17:00,21
3,60.28,2023-11-19 01:58:00,21
3,53.09,2023-11-19 01:33:00,21
3,47.04,2023-11-19 00:35:00,21
3,73.19,2023-11-19 01:29:00,21
3,94.08,2023-11-19 01:56:00,21
3,71.84,2023-11-19 01:02:00,21
3,92.6,2023-11-26 00:59:00,22
3,83.51,2023-11-26 01:20:00,22
3,32.91,2023-11-26 00:08:00,22
3,8.79,2023-11-26 00:46:00,22
3,87.62,2023-11-26 00:45:00,22
3,25.63,2023-11-26 00:09:00,22
3,46.51,2023-11-26 00:29:00,22
3,34.86,2023-11-26 01:46:00,22
3,31.88,2023-11-26 01:35:00,22
3,29.68,2023-11-26 00:59:00,22
3,55.94,2023-11-26 01:00:00,22
3,95.43,2023-11-26 00:21:00,22
3,72.9,2023-11-26 01:45:00,22
3,2.45,2023-11-26 01:50:00,22
